StopModel,SetupId,Direction,SourceTF,Exit1440,Exit2880,Exit4320,Exit5760,R1440,R2880,R4320,R5760,Hold1440,Hold5760,ChangedVs1440,Expiry1440ToTP,Expiry1440ToSL,UnchangedAcrossExpiries
SWEEP_EXTREME_HARD_STOP,4a4a99cd318717852e39bf35,SHORT,H4,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,303,303,False,False,False,True
SWEEP_EXTREME_HARD_STOP,4de20c1a78c94ab868cfc6ee,LONG,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,57,57,False,False,False,True
SWEEP_EXTREME_HARD_STOP,4eae3687386229222f644d1c,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,0,0,False,False,False,True
SWEEP_EXTREME_HARD_STOP,513de79500f119ebdc89e724,SHORT,H4,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,52,52,False,False,False,True
SWEEP_EXTREME_HARD_STOP,529e011ce85b08c22a5543ef,LONG,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,39,39,False,False,False,True
SWEEP_EXTREME_HARD_STOP,53ce81ab3558fd452e180d5e,LONG,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,8,8,False,False,False,True
SWEEP_EXTREME_HARD_STOP,5aa6ca780f474006f1ad7e92,LONG,H4,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,3,3,False,False,False,True
SWEEP_EXTREME_HARD_STOP,5b5778d8476b895e6de94ff8,SHORT,H4,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,2,2,False,False,False,True
SWEEP_EXTREME_HARD_STOP,5bc1073be42766be08fbc2fa,LONG,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,6,6,False,False,False,True
SWEEP_EXTREME_HARD_STOP,5c61c916ce4a9c42bd0cbf30,LONG,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,2,2,False,False,False,True
SWEEP_EXTREME_HARD_STOP,5e06d5af8f122b1681703a39,LONG,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,2,2,False,False,False,True
SWEEP_EXTREME_HARD_STOP,5f2ad97cd2153b5366d43956,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,22,22,False,False,False,True
SWEEP_EXTREME_HARD_STOP,5ff293bd267a4026fe4d55d7,LONG,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,3,3,False,False,False,True
SWEEP_EXTREME_HARD_STOP,60d4bed2703ae84f984db702,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,0,0,False,False,False,True
SWEEP_EXTREME_HARD_STOP,61785825c076c85d3d731b91,LONG,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,1,1,False,False,False,True
SWEEP_EXTREME_HARD_STOP,688bda85d7f34007f4667706,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,0,0,False,False,False,True
SWEEP_EXTREME_HARD_STOP,6a8bf19c00c0f910ef988ca9,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,26,26,False,False,False,True
SWEEP_EXTREME_HARD_STOP,6c08d4fc85384e3909e2f652,SHORT,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,7,7,False,False,False,True
SWEEP_EXTREME_HARD_STOP,6d0e09c4a42a93ab19e9b46f,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,5,5,False,False,False,True
SWEEP_EXTREME_HARD_STOP,6ded84a264bd234ef565b710,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,30,30,False,False,False,True
SWEEP_EXTREME_HARD_STOP,6e61c08bda2a0cf64c034380,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,19,19,False,False,False,True
SWEEP_EXTREME_HARD_STOP,6ec162d93d344ce6d10217b3,SHORT,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,11,11,False,False,False,True
SWEEP_EXTREME_HARD_STOP,715ba4f3eaf520fc8a7b6be7,LONG,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,9,9,False,False,False,True
SWEEP_EXTREME_HARD_STOP,73b6c5cf922064c9b828e263,SHORT,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,7,7,False,False,False,True
SWEEP_EXTREME_HARD_STOP,73b794414f1deb66167c69b0,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,4,4,False,False,False,True
SWEEP_EXTREME_HARD_STOP,747855283015820c70664969,SHORT,H4,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,230,230,False,False,False,True
SWEEP_EXTREME_HARD_STOP,74df23a499a4f19b3edcc8c0,LONG,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,17,17,False,False,False,True
SWEEP_EXTREME_HARD_STOP,752a04162f5f952bae4ebb52,LONG,H4,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,10,10,False,False,False,True
SWEEP_EXTREME_HARD_STOP,771759cca1539ee71e999cb7,LONG,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,44,44,False,False,False,True
SWEEP_EXTREME_HARD_STOP,78a602a40a9f851489d94748,LONG,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,1,1,False,False,False,True
SWEEP_EXTREME_HARD_STOP,79bebe162069b3501817e290,SHORT,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,1,1,False,False,False,True
SWEEP_EXTREME_HARD_STOP,7b888d3386fe39dad14954b7,SHORT,H4,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,7,7,False,False,False,True
SWEEP_EXTREME_HARD_STOP,7d7d5ff4a49433f6625e6d11,LONG,H4,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,6,6,False,False,False,True
SWEEP_EXTREME_HARD_STOP,7d856434da09bf9891af1b48,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,6,6,False,False,False,True
SWEEP_EXTREME_HARD_STOP,7e7b562d498c04837fb13959,SHORT,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,5,5,False,False,False,True
SWEEP_EXTREME_HARD_STOP,7e9aea218f3084b2c0574d9d,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,101,101,False,False,False,True
SWEEP_EXTREME_HARD_STOP,7eb2f64f0f4dd2e6b4008c7a,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,2,2,False,False,False,True
SWEEP_EXTREME_HARD_STOP,80d531f5a1b3bc16655ba77b,LONG,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,46,46,False,False,False,True
SWEEP_EXTREME_HARD_STOP,823ad349f4ddb036797ded4e,SHORT,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,127,127,False,False,False,True
SWEEP_EXTREME_HARD_STOP,84b4a773e173b42be1f3ea1f,LONG,H4,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,30,30,False,False,False,True
SWEEP_EXTREME_HARD_STOP,85bdb714d615b9c29891dc51,LONG,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,1,1,False,False,False,True
SWEEP_EXTREME_HARD_STOP,87d6f3887a24c84e0093740a,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,37,37,False,False,False,True
SWEEP_EXTREME_HARD_STOP,89522034e456a3a1c21cacdc,SHORT,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,30,30,False,False,False,True
SWEEP_EXTREME_HARD_STOP,898f378842a15c489d666e43,SHORT,H4,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,16,16,False,False,False,True
SWEEP_EXTREME_HARD_STOP,8a7d95d769b2f7b579290782,LONG,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,4,4,False,False,False,True
SWEEP_EXTREME_HARD_STOP,8e85a4468a9719d03a0d0171,LONG,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,4,4,False,False,False,True
SWEEP_EXTREME_HARD_STOP,9002a65aedaa23d6742567d2,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,1,1,False,False,False,True
SWEEP_EXTREME_HARD_STOP,938d42fcd70403ea85ab5f50,SHORT,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,15,15,False,False,False,True
SWEEP_EXTREME_HARD_STOP,98bea120ef4adbb2d278f545,SHORT,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,20,20,False,False,False,True
SWEEP_EXTREME_HARD_STOP,9c6b9223803a95ea039e6862,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,5,5,False,False,False,True
SWEEP_EXTREME_HARD_STOP,9ec69c6605ca85675e0e6e06,LONG,H4,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,1,1,False,False,False,True
SWEEP_EXTREME_HARD_STOP,a144411e1f60a279a904c690,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,12,12,False,False,False,True
SWEEP_EXTREME_HARD_STOP,a188812fcd0010e08812b39c,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,1,1,False,False,False,True
SWEEP_EXTREME_HARD_STOP,a4b5b44714ca7e13a0dfd875,LONG,H4,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,27,27,False,False,False,True
SWEEP_EXTREME_HARD_STOP,a5309a6d54b66f59261b0e8c,LONG,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,5,5,False,False,False,True
SWEEP_EXTREME_HARD_STOP,a598ee489c6266b9663bdda4,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,1,1,False,False,False,True
SWEEP_EXTREME_HARD_STOP,a677c262f570695e493cd91f,LONG,H4,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,1,1,False,False,False,True
SWEEP_EXTREME_HARD_STOP,a694e9f566e0457ed8123d7c,LONG,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,2,2,False,False,False,True
SWEEP_EXTREME_HARD_STOP,a6dc7c32e568dabfccbb9e7b,SHORT,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,5,5,False,False,False,True
SWEEP_EXTREME_HARD_STOP,a7041ce1f10fd1f3af817637,LONG,H4,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,149,149,False,False,False,True
SWEEP_EXTREME_HARD_STOP,a8e1fa3c303b62aa7726cd86,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,28,28,False,False,False,True
SWEEP_EXTREME_HARD_STOP,a9380a59eae2b8756ef2ebaa,LONG,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,18,18,False,False,False,True
SWEEP_EXTREME_HARD_STOP,aa05eab67329244350a47266,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,22,22,False,False,False,True
SWEEP_EXTREME_HARD_STOP,ab515ec62a26b795637b1b95,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,2,2,False,False,False,True
SWEEP_EXTREME_HARD_STOP,aba0cf81aa6618695ae5771b,LONG,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,0,0,False,False,False,True
SWEEP_EXTREME_HARD_STOP,ac0976106dd13f30947fcfe9,SHORT,H4,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,18,18,False,False,False,True
SWEEP_EXTREME_HARD_STOP,ac0c3f06587fa95d3ca6e03a,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,6,6,False,False,False,True
SWEEP_EXTREME_HARD_STOP,adcf11d4dc0bae216ebcefbf,LONG,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,16,16,False,False,False,True
SWEEP_EXTREME_HARD_STOP,b57ffd69bb4bc51c6d340de9,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,0,0,False,False,False,True
SWEEP_EXTREME_HARD_STOP,b6b582da51ced68d7e69bed0,LONG,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,50,50,False,False,False,True
SWEEP_EXTREME_HARD_STOP,b7b7e556f842d6953f79e796,LONG,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,0,0,False,False,False,True
SWEEP_EXTREME_HARD_STOP,b9c3c6077bfb6fb6a8b2021c,LONG,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,10,10,False,False,False,True
SWEEP_EXTREME_HARD_STOP,c0ee1adcb346eaf3c7e53024,LONG,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,5,5,False,False,False,True
SWEEP_EXTREME_HARD_STOP,c1c545731c524bd7f23c49fb,LONG,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,7,7,False,False,False,True
SWEEP_EXTREME_HARD_STOP,c3eed66a7fa6c67beef867a1,LONG,H4,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,10,10,False,False,False,True
SWEEP_EXTREME_HARD_STOP,c47506b520c5969be32172e3,SHORT,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,29,29,False,False,False,True
SWEEP_EXTREME_HARD_STOP,ca17143c19bbfd02c37a7bc5,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,13,13,False,False,False,True
SWEEP_EXTREME_HARD_STOP,cad8297b8e98b2bda7144015,LONG,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,0,0,False,False,False,True
SWEEP_EXTREME_HARD_STOP,cdd9e320ed5efa3409afe54a,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,113,113,False,False,False,True
SWEEP_EXTREME_HARD_STOP,ce303f436ce0fea8f1104128,LONG,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,0,0,False,False,False,True
SWEEP_EXTREME_HARD_STOP,ce59a92a83d5dc5da249c770,LONG,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,124,124,False,False,False,True
SWEEP_EXTREME_HARD_STOP,d036c88353396b99d977d442,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,1,1,False,False,False,True
SWEEP_EXTREME_HARD_STOP,d235dbdf1db7fde5aa3c23f6,LONG,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,2,2,False,False,False,True
SWEEP_EXTREME_HARD_STOP,d242492dd6326c57a795e5d4,LONG,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,26,26,False,False,False,True
SWEEP_EXTREME_HARD_STOP,d2f44849f48086dd3d5aa521,SHORT,H4,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,127,127,False,False,False,True
SWEEP_EXTREME_HARD_STOP,d5fea2542f9d844c08e7946d,LONG,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,107,107,False,False,False,True
SWEEP_EXTREME_HARD_STOP,db5b6d371b68357ad98b0e95,SHORT,H4,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,3,3,False,False,False,True
SWEEP_EXTREME_HARD_STOP,dcf0abfc7c987bdb44720ccd,SHORT,H1,EXPIRY,STOP,STOP,STOP,-0.362371,-1.0,-1.0,-1.0,1440,1600,True,False,True,False
SWEEP_EXTREME_HARD_STOP,de5e2b6929f9c778314f7108,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,3,3,False,False,False,True
SWEEP_EXTREME_HARD_STOP,e0535b2b1003477c2c4c76b8,SHORT,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,1,1,False,False,False,True
SWEEP_EXTREME_HARD_STOP,e5379aee533aa6102ed030a3,LONG,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,25,25,False,False,False,True
SWEEP_EXTREME_HARD_STOP,e62eeaf0afabcce219185f8f,SHORT,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,5,5,False,False,False,True
SWEEP_EXTREME_HARD_STOP,ee3a427c406780624a37e615,SHORT,H4,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,28,28,False,False,False,True
SWEEP_EXTREME_HARD_STOP,f015269d47c4d8b05862fd28,LONG,H4,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,0,0,False,False,False,True
SWEEP_EXTREME_HARD_STOP,f105f7ceb9afde2a065a6337,SHORT,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,23,23,False,False,False,True
SWEEP_EXTREME_HARD_STOP,f44d0dac01c9060bbc4a56e2,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,6,6,False,False,False,True
SWEEP_EXTREME_HARD_STOP,f47b3e7705299fffae725c1a,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,0,0,False,False,False,True
SWEEP_EXTREME_HARD_STOP,f500d59a91ba2244e532d2e1,LONG,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,13,13,False,False,False,True
SWEEP_EXTREME_HARD_STOP,f5d1f1a385a289fbee74ac65,LONG,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,106,106,False,False,False,True
SWEEP_EXTREME_HARD_STOP,f890e84d6e4c66b0e57341df,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,3,3,False,False,False,True
SWEEP_EXTREME_HARD_STOP,faabff822baa2bc8469718c6,SHORT,H4,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,3,3,False,False,False,True
SWEEP_EXTREME_HARD_STOP,fb0d7805a4162833c2b495fd,LONG,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,55,55,False,False,False,True
SWEEP_EXTREME_HARD_STOP,fbac09144b83157ce6e05ade,SHORT,H4,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,392,392,False,False,False,True
SWEEP_EXTREME_HARD_STOP,fe9fbd07fb8111aed2450434,SHORT,H4,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,8,8,False,False,False,True
