analyzer_run_id,backtest_run_dir,derived_run,scope,ruleset_id,source_candidate_group,direction,setup_type,promotion_decision,validation_status,robustness_status,sample_sufficiency_status,expectancy_status,drawdown_status,source_concentration_status,trade_count,resolved_trade_count,unresolved_trade_count,long_trade_count,short_trade_count,win_rate,expectancy,trade_return_count,trade_return_mean,trade_return_median,exit_reason_categories,reject_class,reject_reason
2026-04-09_to_2026-04-09_run_002,2026-04-09_to_2026-04-09_run_002_routine_20260410,derived_run_0002_ruleset_report_setuptype_impulse_fade_reclaim_sh,ALL_TRADES,,,,,REJECT,FAIL,UNSTABLE,REVIEW,FAIL,PASS,FAIL,11,11,0,0,11,0.5454545454545454,-4.7688959121155186e-05,11,-0.000048,0.000061,EXPIRY:1;STOP:5;TARGET:5,LIVE_BUT_NEGATIVE,negative mean trade_return_pct
2026-04-09_to_2026-04-09_run_002,2026-04-09_to_2026-04-09_run_002_routine_20260410,derived_run_0002_ruleset_report_setuptype_impulse_fade_reclaim_sh,RESOLVED_ONLY,,,,,REJECT,FAIL,UNSTABLE,REVIEW,FAIL,PASS,FAIL,11,11,0,0,11,0.5454545454545454,-4.7688959121155186e-05,11,-0.000048,0.000061,EXPIRY:1;STOP:5;TARGET:5,LIVE_BUT_NEGATIVE,negative mean trade_return_pct
2026-04-09_to_2026-04-09_run_002,2026-04-09_to_2026-04-09_run_002_routine_20260410,derived_run_0002_ruleset_report_setuptype_impulse_fade_reclaim_sh,RULESET_REPORT_SETUPTYPE_IMPULSE_FADE_RECLAIM_SHORT_V1_V1_BOTH_BASE,RULESET_REPORT_SETUPTYPE_IMPULSE_FADE_RECLAIM_SHORT_V1_V1_BOTH_BASE,report|SetupType|IMPULSE_FADE_RECLAIM_SHORT_V1,BOTH,IMPULSE_FADE_RECLAIM_SHORT_V1,REJECT,FAIL,UNSTABLE,REVIEW,FAIL,PASS,FAIL,11,11,0,0,11,0.5454545454545454,-4.7688959121155186e-05,11,-0.000048,0.000061,EXPIRY:1;STOP:5;TARGET:5,LIVE_BUT_NEGATIVE,negative mean trade_return_pct
2026-04-09_to_2026-04-09_run_003,2026-04-09_to_2026-04-09_run_003_routine_20260410,derived_run_0001_ruleset_report_direction_short_v1_short_base,ALL_TRADES,,,,,REJECT,FAIL,UNSTABLE,FAIL,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,0,0,0,0,0,,,0,,,,DEAD_REJECT,trade_count=0
2026-04-09_to_2026-04-09_run_003,2026-04-09_to_2026-04-09_run_003_routine_20260410,derived_run_0001_ruleset_report_direction_short_v1_short_base,RESOLVED_ONLY,,,,,REJECT,FAIL,UNSTABLE,FAIL,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,0,0,0,0,0,,,0,,,,NO_RESOLVED_TRADES,RESOLVED_ONLY scope has no closed/resolved trades
2026-04-09_to_2026-04-09_run_003,2026-04-09_to_2026-04-09_run_003_routine_20260410,derived_run_0002_ruleset_report_setuptype_impulse_fade_reclaim_sh,ALL_TRADES,,,,,REJECT,FAIL,UNSTABLE,REVIEW,FAIL,PASS,FAIL,11,11,0,0,11,0.5454545454545454,-4.7688959121155186e-05,11,-0.000048,0.000061,EXPIRY:1;STOP:5;TARGET:5,LIVE_BUT_NEGATIVE,negative mean trade_return_pct
2026-04-09_to_2026-04-09_run_003,2026-04-09_to_2026-04-09_run_003_routine_20260410,derived_run_0002_ruleset_report_setuptype_impulse_fade_reclaim_sh,RESOLVED_ONLY,,,,,REJECT,FAIL,UNSTABLE,REVIEW,FAIL,PASS,FAIL,11,11,0,0,11,0.5454545454545454,-4.7688959121155186e-05,11,-0.000048,0.000061,EXPIRY:1;STOP:5;TARGET:5,LIVE_BUT_NEGATIVE,negative mean trade_return_pct
2026-04-09_to_2026-04-09_run_003,2026-04-09_to_2026-04-09_run_003_routine_20260410,derived_run_0002_ruleset_report_setuptype_impulse_fade_reclaim_sh,RULESET_REPORT_SETUPTYPE_IMPULSE_FADE_RECLAIM_SHORT_V1_V1_BOTH_BASE,RULESET_REPORT_SETUPTYPE_IMPULSE_FADE_RECLAIM_SHORT_V1_V1_BOTH_BASE,report|SetupType|IMPULSE_FADE_RECLAIM_SHORT_V1,BOTH,IMPULSE_FADE_RECLAIM_SHORT_V1,REJECT,FAIL,UNSTABLE,REVIEW,FAIL,PASS,FAIL,11,11,0,0,11,0.5454545454545454,-4.7688959121155186e-05,11,-0.000048,0.000061,EXPIRY:1;STOP:5;TARGET:5,LIVE_BUT_NEGATIVE,negative mean trade_return_pct
2026-04-10_to_2026-04-10_run_001,2026-04-10_to_2026-04-10_run_001_routine_20260503,derived_run_0001_ruleset_report_direction_short_v1_short_base,ALL_TRADES,,,,,REJECT,FAIL,UNSTABLE,FAIL,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,0,0,0,0,0,,,0,,,,DEAD_REJECT,trade_count=0
2026-04-10_to_2026-04-10_run_001,2026-04-10_to_2026-04-10_run_001_routine_20260503,derived_run_0001_ruleset_report_direction_short_v1_short_base,RESOLVED_ONLY,,,,,REJECT,FAIL,UNSTABLE,FAIL,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,0,0,0,0,0,,,0,,,,NO_RESOLVED_TRADES,RESOLVED_ONLY scope has no closed/resolved trades
2026-04-10_to_2026-04-10_run_001,2026-04-10_to_2026-04-10_run_001_routine_20260503,derived_run_0002_ruleset_report_setuptype_impulse_fade_reclaim_lo,ALL_TRADES,,,,,REJECT,FAIL,UNSTABLE,REVIEW,FAIL,PASS,FAIL,7,7,0,7,0,0.14285714285714285,-0.000352635485025351,7,-0.000353,-0.000325,STOP:6;TARGET:1,LIVE_BUT_NEGATIVE,negative mean trade_return_pct
2026-04-10_to_2026-04-10_run_001,2026-04-10_to_2026-04-10_run_001_routine_20260503,derived_run_0002_ruleset_report_setuptype_impulse_fade_reclaim_lo,RESOLVED_ONLY,,,,,REJECT,FAIL,UNSTABLE,REVIEW,FAIL,PASS,FAIL,7,7,0,7,0,0.14285714285714285,-0.000352635485025351,7,-0.000353,-0.000325,STOP:6;TARGET:1,LIVE_BUT_NEGATIVE,negative mean trade_return_pct
2026-04-10_to_2026-04-10_run_001,2026-04-10_to_2026-04-10_run_001_routine_20260503,derived_run_0002_ruleset_report_setuptype_impulse_fade_reclaim_lo,RULESET_REPORT_SETUPTYPE_IMPULSE_FADE_RECLAIM_LONG_V1_V1_BOTH_BASE,RULESET_REPORT_SETUPTYPE_IMPULSE_FADE_RECLAIM_LONG_V1_V1_BOTH_BASE,report|SetupType|IMPULSE_FADE_RECLAIM_LONG_V1,BOTH,IMPULSE_FADE_RECLAIM_LONG_V1,REJECT,FAIL,UNSTABLE,REVIEW,FAIL,PASS,FAIL,7,7,0,7,0,0.14285714285714285,-0.000352635485025351,7,-0.000353,-0.000325,STOP:6;TARGET:1,LIVE_BUT_NEGATIVE,negative mean trade_return_pct
2026-04-10_to_2026-04-10_run_001,2026-04-10_to_2026-04-10_run_001_routine_20260503,derived_run_0003_ruleset_report_setuptype_impulse_fade_reclaim_sh,ALL_TRADES,,,,,REJECT,FAIL,FRAGILE,PASS,FAIL,PASS,FAIL,20,20,0,0,20,0.5,-2.2913686402643846e-05,20,-0.000023,-0.000041,STOP:10;TARGET:10,LIVE_BUT_NEGATIVE,negative mean trade_return_pct
2026-04-10_to_2026-04-10_run_001,2026-04-10_to_2026-04-10_run_001_routine_20260503,derived_run_0003_ruleset_report_setuptype_impulse_fade_reclaim_sh,RESOLVED_ONLY,,,,,REJECT,FAIL,FRAGILE,PASS,FAIL,PASS,FAIL,20,20,0,0,20,0.5,-2.2913686402643846e-05,20,-0.000023,-0.000041,STOP:10;TARGET:10,LIVE_BUT_NEGATIVE,negative mean trade_return_pct
2026-04-10_to_2026-04-10_run_001,2026-04-10_to_2026-04-10_run_001_routine_20260503,derived_run_0003_ruleset_report_setuptype_impulse_fade_reclaim_sh,RULESET_REPORT_SETUPTYPE_IMPULSE_FADE_RECLAIM_SHORT_V1_V1_BOTH_BASE,RULESET_REPORT_SETUPTYPE_IMPULSE_FADE_RECLAIM_SHORT_V1_V1_BOTH_BASE,report|SetupType|IMPULSE_FADE_RECLAIM_SHORT_V1,BOTH,IMPULSE_FADE_RECLAIM_SHORT_V1,REJECT,FAIL,FRAGILE,PASS,FAIL,PASS,FAIL,20,20,0,0,20,0.5,-2.2913686402643846e-05,20,-0.000023,-0.000041,STOP:10;TARGET:10,LIVE_BUT_NEGATIVE,negative mean trade_return_pct
2026-04-11_to_2026-04-11_run_001,2026-04-11_to_2026-04-11_run_001_routine_20260503,derived_run_0001_ruleset_report_direction_long_v1_long_base,ALL_TRADES,,,,,REJECT,FAIL,UNSTABLE,FAIL,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,0,0,0,0,0,,,0,,,,DEAD_REJECT,trade_count=0
2026-04-11_to_2026-04-11_run_001,2026-04-11_to_2026-04-11_run_001_routine_20260503,derived_run_0001_ruleset_report_direction_long_v1_long_base,RESOLVED_ONLY,,,,,REJECT,FAIL,UNSTABLE,FAIL,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,0,0,0,0,0,,,0,,,,NO_RESOLVED_TRADES,RESOLVED_ONLY scope has no closed/resolved trades
2026-04-11_to_2026-04-11_run_001,2026-04-11_to_2026-04-11_run_001_routine_20260503,derived_run_0002_ruleset_report_setuptype_impulse_fade_reclaim_lo,ALL_TRADES,,,,,REJECT,FAIL,UNSTABLE,REVIEW,FAIL,PASS,FAIL,16,16,0,16,0,0.4375,-1.806697322934065e-06,16,-0.000002,-0.000063,EXPIRY:1;STOP:9;TARGET:6,LIVE_BUT_NEGATIVE,negative mean trade_return_pct
2026-04-11_to_2026-04-11_run_001,2026-04-11_to_2026-04-11_run_001_routine_20260503,derived_run_0002_ruleset_report_setuptype_impulse_fade_reclaim_lo,RESOLVED_ONLY,,,,,REJECT,FAIL,UNSTABLE,REVIEW,FAIL,PASS,FAIL,16,16,0,16,0,0.4375,-1.806697322934065e-06,16,-0.000002,-0.000063,EXPIRY:1;STOP:9;TARGET:6,LIVE_BUT_NEGATIVE,negative mean trade_return_pct
2026-04-11_to_2026-04-11_run_001,2026-04-11_to_2026-04-11_run_001_routine_20260503,derived_run_0002_ruleset_report_setuptype_impulse_fade_reclaim_lo,RULESET_REPORT_SETUPTYPE_IMPULSE_FADE_RECLAIM_LONG_V1_V1_BOTH_BASE,RULESET_REPORT_SETUPTYPE_IMPULSE_FADE_RECLAIM_LONG_V1_V1_BOTH_BASE,report|SetupType|IMPULSE_FADE_RECLAIM_LONG_V1,BOTH,IMPULSE_FADE_RECLAIM_LONG_V1,REJECT,FAIL,UNSTABLE,REVIEW,FAIL,PASS,FAIL,16,16,0,16,0,0.4375,-1.806697322934065e-06,16,-0.000002,-0.000063,EXPIRY:1;STOP:9;TARGET:6,LIVE_BUT_NEGATIVE,negative mean trade_return_pct
2026-04-12_to_2026-04-12_run_001,2026-04-12_to_2026-04-12_run_001_routine_20260503,derived_run_0001_ruleset_report_direction_short_v1_short_base,ALL_TRADES,,,,,REJECT,FAIL,UNSTABLE,FAIL,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,0,0,0,0,0,,,0,,,,DEAD_REJECT,trade_count=0
2026-04-12_to_2026-04-12_run_001,2026-04-12_to_2026-04-12_run_001_routine_20260503,derived_run_0001_ruleset_report_direction_short_v1_short_base,RESOLVED_ONLY,,,,,REJECT,FAIL,UNSTABLE,FAIL,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,0,0,0,0,0,,,0,,,,NO_RESOLVED_TRADES,RESOLVED_ONLY scope has no closed/resolved trades
2026-04-12_to_2026-04-12_run_001,2026-04-12_to_2026-04-12_run_001_routine_20260503,derived_run_0002_ruleset_report_setuptype_impulse_fade_reclaim_sh,ALL_TRADES,,,,,REJECT,FAIL,FRAGILE,PASS,PASS,PASS,FAIL,22,22,0,0,22,0.2727272727272727,3.76958242920559e-05,22,0.000038,-0.000095,EXPIRY:2;STOP:15;TARGET:5,LIVE_BUT_UNSTABLE,robustness_status=FRAGILE
2026-04-12_to_2026-04-12_run_001,2026-04-12_to_2026-04-12_run_001_routine_20260503,derived_run_0002_ruleset_report_setuptype_impulse_fade_reclaim_sh,RESOLVED_ONLY,,,,,REJECT,FAIL,FRAGILE,PASS,PASS,PASS,FAIL,22,22,0,0,22,0.2727272727272727,3.76958242920559e-05,22,0.000038,-0.000095,EXPIRY:2;STOP:15;TARGET:5,LIVE_BUT_UNSTABLE,robustness_status=FRAGILE
2026-04-12_to_2026-04-12_run_001,2026-04-12_to_2026-04-12_run_001_routine_20260503,derived_run_0002_ruleset_report_setuptype_impulse_fade_reclaim_sh,RULESET_REPORT_SETUPTYPE_IMPULSE_FADE_RECLAIM_SHORT_V1_V1_BOTH_BASE,RULESET_REPORT_SETUPTYPE_IMPULSE_FADE_RECLAIM_SHORT_V1_V1_BOTH_BASE,report|SetupType|IMPULSE_FADE_RECLAIM_SHORT_V1,BOTH,IMPULSE_FADE_RECLAIM_SHORT_V1,REJECT,FAIL,FRAGILE,PASS,PASS,PASS,FAIL,22,22,0,0,22,0.2727272727272727,3.76958242920559e-05,22,0.000038,-0.000095,EXPIRY:2;STOP:15;TARGET:5,LIVE_BUT_UNSTABLE,robustness_status=FRAGILE
2026-04-13_to_2026-04-13_run_001,2026-04-13_to_2026-04-13_run_001_routine_20260503,derived_run_0001_ruleset_report_direction_long_v1_long_base,ALL_TRADES,,,,,REJECT,FAIL,UNSTABLE,FAIL,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,0,0,0,0,0,,,0,,,,DEAD_REJECT,trade_count=0
2026-04-13_to_2026-04-13_run_001,2026-04-13_to_2026-04-13_run_001_routine_20260503,derived_run_0001_ruleset_report_direction_long_v1_long_base,RESOLVED_ONLY,,,,,REJECT,FAIL,UNSTABLE,FAIL,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,0,0,0,0,0,,,0,,,,NO_RESOLVED_TRADES,RESOLVED_ONLY scope has no closed/resolved trades
2026-04-13_to_2026-04-13_run_001,2026-04-13_to_2026-04-13_run_001_routine_20260503,derived_run_0002_ruleset_report_setuptype_impulse_fade_reclaim_lo,ALL_TRADES,,,,,REJECT,FAIL,ROBUST,REVIEW,PASS,PASS,FAIL,14,14,0,14,0,0.5714285714285714,0.0001756607561979269,14,0.000176,0.000156,STOP:6;TARGET:8,VALIDATION_GATE_FAIL,source_concentration_status=FAIL
2026-04-13_to_2026-04-13_run_001,2026-04-13_to_2026-04-13_run_001_routine_20260503,derived_run_0002_ruleset_report_setuptype_impulse_fade_reclaim_lo,RESOLVED_ONLY,,,,,REJECT,FAIL,ROBUST,REVIEW,PASS,PASS,FAIL,14,14,0,14,0,0.5714285714285714,0.0001756607561979269,14,0.000176,0.000156,STOP:6;TARGET:8,VALIDATION_GATE_FAIL,source_concentration_status=FAIL
2026-04-13_to_2026-04-13_run_001,2026-04-13_to_2026-04-13_run_001_routine_20260503,derived_run_0002_ruleset_report_setuptype_impulse_fade_reclaim_lo,RULESET_REPORT_SETUPTYPE_IMPULSE_FADE_RECLAIM_LONG_V1_V1_BOTH_BASE,RULESET_REPORT_SETUPTYPE_IMPULSE_FADE_RECLAIM_LONG_V1_V1_BOTH_BASE,report|SetupType|IMPULSE_FADE_RECLAIM_LONG_V1,BOTH,IMPULSE_FADE_RECLAIM_LONG_V1,REJECT,FAIL,ROBUST,REVIEW,PASS,PASS,FAIL,14,14,0,14,0,0.5714285714285714,0.0001756607561979269,14,0.000176,0.000156,STOP:6;TARGET:8,VALIDATION_GATE_FAIL,source_concentration_status=FAIL
2026-04-14_to_2026-04-14_run_001,2026-04-14_to_2026-04-14_run_001_routine_20260503,derived_run_0001_ruleset_report_direction_long_v1_long_base,ALL_TRADES,,,,,REJECT,FAIL,UNSTABLE,FAIL,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,0,0,0,0,0,,,0,,,,DEAD_REJECT,trade_count=0
2026-04-14_to_2026-04-14_run_001,2026-04-14_to_2026-04-14_run_001_routine_20260503,derived_run_0001_ruleset_report_direction_long_v1_long_base,RESOLVED_ONLY,,,,,REJECT,FAIL,UNSTABLE,FAIL,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,0,0,0,0,0,,,0,,,,NO_RESOLVED_TRADES,RESOLVED_ONLY scope has no closed/resolved trades
2026-04-14_to_2026-04-14_run_001,2026-04-14_to_2026-04-14_run_001_routine_20260503,derived_run_0002_ruleset_report_setuptype_impulse_fade_reclaim_lo,ALL_TRADES,,,,,REJECT,FAIL,FRAGILE,REVIEW,FAIL,PASS,FAIL,13,13,0,13,0,0.38461538461538464,-0.00011616500930792727,13,-0.000116,-0.000178,STOP:8;TARGET:5,LIVE_BUT_NEGATIVE,negative mean trade_return_pct
2026-04-14_to_2026-04-14_run_001,2026-04-14_to_2026-04-14_run_001_routine_20260503,derived_run_0002_ruleset_report_setuptype_impulse_fade_reclaim_lo,RESOLVED_ONLY,,,,,REJECT,FAIL,FRAGILE,REVIEW,FAIL,PASS,FAIL,13,13,0,13,0,0.38461538461538464,-0.00011616500930792727,13,-0.000116,-0.000178,STOP:8;TARGET:5,LIVE_BUT_NEGATIVE,negative mean trade_return_pct
2026-04-14_to_2026-04-14_run_001,2026-04-14_to_2026-04-14_run_001_routine_20260503,derived_run_0002_ruleset_report_setuptype_impulse_fade_reclaim_lo,RULESET_REPORT_SETUPTYPE_IMPULSE_FADE_RECLAIM_LONG_V1_V1_BOTH_BASE,RULESET_REPORT_SETUPTYPE_IMPULSE_FADE_RECLAIM_LONG_V1_V1_BOTH_BASE,report|SetupType|IMPULSE_FADE_RECLAIM_LONG_V1,BOTH,IMPULSE_FADE_RECLAIM_LONG_V1,REJECT,FAIL,FRAGILE,REVIEW,FAIL,PASS,FAIL,13,13,0,13,0,0.38461538461538464,-0.00011616500930792727,13,-0.000116,-0.000178,STOP:8;TARGET:5,LIVE_BUT_NEGATIVE,negative mean trade_return_pct
2026-04-15_to_2026-04-15_run_001,2026-04-15_to_2026-04-15_run_001_routine_20260503,derived_run_0001_ruleset_report_direction_short_v1_short_base,ALL_TRADES,,,,,REJECT,FAIL,UNSTABLE,FAIL,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,0,0,0,0,0,,,0,,,,DEAD_REJECT,trade_count=0
2026-04-15_to_2026-04-15_run_001,2026-04-15_to_2026-04-15_run_001_routine_20260503,derived_run_0001_ruleset_report_direction_short_v1_short_base,RESOLVED_ONLY,,,,,REJECT,FAIL,UNSTABLE,FAIL,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,0,0,0,0,0,,,0,,,,NO_RESOLVED_TRADES,RESOLVED_ONLY scope has no closed/resolved trades
2026-04-15_to_2026-04-15_run_001,2026-04-15_to_2026-04-15_run_001_routine_20260503,derived_run_0002_ruleset_report_setuptype_impulse_fade_reclaim_sh,ALL_TRADES,,,,,REJECT,FAIL,FRAGILE,REVIEW,PASS,PASS,FAIL,10,10,0,0,10,0.5,0.0002584694878909785,10,0.000258,0.000020,EXPIRY:2;STOP:4;TARGET:4,LIVE_BUT_UNSTABLE,robustness_status=FRAGILE
2026-04-15_to_2026-04-15_run_001,2026-04-15_to_2026-04-15_run_001_routine_20260503,derived_run_0002_ruleset_report_setuptype_impulse_fade_reclaim_sh,RESOLVED_ONLY,,,,,REJECT,FAIL,FRAGILE,REVIEW,PASS,PASS,FAIL,10,10,0,0,10,0.5,0.0002584694878909785,10,0.000258,0.000020,EXPIRY:2;STOP:4;TARGET:4,LIVE_BUT_UNSTABLE,robustness_status=FRAGILE
2026-04-15_to_2026-04-15_run_001,2026-04-15_to_2026-04-15_run_001_routine_20260503,derived_run_0002_ruleset_report_setuptype_impulse_fade_reclaim_sh,RULESET_REPORT_SETUPTYPE_IMPULSE_FADE_RECLAIM_SHORT_V1_V1_BOTH_BASE,RULESET_REPORT_SETUPTYPE_IMPULSE_FADE_RECLAIM_SHORT_V1_V1_BOTH_BASE,report|SetupType|IMPULSE_FADE_RECLAIM_SHORT_V1,BOTH,IMPULSE_FADE_RECLAIM_SHORT_V1,REJECT,FAIL,FRAGILE,REVIEW,PASS,PASS,FAIL,10,10,0,0,10,0.5,0.0002584694878909785,10,0.000258,0.000020,EXPIRY:2;STOP:4;TARGET:4,LIVE_BUT_UNSTABLE,robustness_status=FRAGILE
