group,run_id,setup_id,entry_signal_ts,entry_activation_ts,exit_ts,exit_reason,exit_reason_category,holding_bars,entry_price_effective,initial_stop_price,initial_target_price,exit_price_effective,trade_return,outcome_return,mfe,mae,replay_minus_outcome,stop_distance,target_distance,target_to_stop_ratio,mfe_to_target,adverse_to_stop,horizon_mfe_reached_target,horizon_adverse_reached_stop,same_bar_collision,notes
outcome_positive_replay_negative,2026-03-31_to_2026-03-31_run_001,4d0e53786332b73912212e57,2026-03-31 09:56:00+00:00,2026-03-31 09:57:00+00:00,2026-03-31 10:09:00+00:00,STOP_LOSS,STOP,12.00000000,66102.80000000,66299.60000000,65807.60000000,66299.60000000,-0.00297718,0.00025038,0.00545403,0.00018250,-0.00322756,0.00297718,0.00446577,1.50000000,1.22129623,0.00000000,True,False,False,entry_price_convention=next_bar_open | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=0; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=1; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=2; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=3; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=4; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=5; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=6; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=7; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=8; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=9; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=10; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=11; expiry_due=False | stop_hit | target_not_hit | stop_hit_resolved | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=12; expiry_due=True
outcome_positive_replay_negative,2026-03-31_to_2026-03-31_run_001,b5fae11a583ba6e5590cdb4a,2026-03-31 13:18:00+00:00,2026-03-31 13:19:00+00:00,2026-03-31 13:19:00+00:00,STOP_LOSS,STOP,0.00000000,66812.40000000,66828.05000000,66788.92500000,66828.05000000,-0.00023424,0.00081178,0.00161833,-0.00002918,-0.00104602,0.00023424,0.00035136,1.50000000,4.60594987,0.12457146,True,False,False,entry_price_convention=next_bar_open | stop_hit | target_not_hit | stop_hit_resolved | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=0; expiry_due=False
outcome_positive_replay_negative,2026-04-01_to_2026-04-01_run_001,2c0adaf176d9be93398b285e,2026-04-01 00:26:00+00:00,2026-04-01 00:27:00+00:00,2026-04-01 00:27:00+00:00,STOP_LOSS,STOP,0.00000000,67915.90000000,67933.45000000,67889.57500000,67933.45000000,-0.00025841,0.00027453,0.00184519,-0.00092811,-0.00053294,0.00025841,0.00038761,1.50000000,4.76040330,3.59166448,True,True,False,entry_price_convention=next_bar_open | stop_hit | target_not_hit | stop_hit_resolved | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=0; expiry_due=False
outcome_positive_replay_negative,2026-04-01_to_2026-04-01_run_001,0640c64552644dbf6447f6ff,2026-04-01 15:27:00+00:00,2026-04-01 15:28:00+00:00,2026-04-01 15:32:00+00:00,STOP_LOSS,STOP,4.00000000,68699.10000000,68773.90000000,68586.90000000,68773.90000000,-0.00108881,0.00094949,0.00220432,-0.00091314,-0.00203829,0.00108881,0.00163321,1.50000000,1.34968910,0.83865906,True,False,False,entry_price_convention=next_bar_open | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=0; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=1; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=2; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=3; expiry_due=False | stop_hit | target_not_hit | stop_hit_resolved | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=4; expiry_due=False
outcome_positive_replay_negative,2026-04-03_to_2026-04-03_run_001,0435c376709032cd1d5e3635,2026-04-03 19:25:00+00:00,2026-04-03 19:26:00+00:00,2026-04-03 19:38:00+00:00,EXPIRY,EXPIRY,12.00000000,66762.80000000,66802.70000000,66702.95000000,66772.80000000,-0.00014978,0.00041615,0.00092960,0.00025149,-0.00056593,0.00059764,0.00089646,1.50000000,1.03697425,0.00000000,True,False,False,entry_price_convention=next_bar_open | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=0; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=1; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=2; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=3; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=4; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=5; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=6; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=7; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=8; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=9; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=10; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=11; expiry_due=False | stop_not_hit | target_not_hit | expiry_hit_bars_after_activation=12 | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=12; expiry_due=True
outcome_positive_replay_negative,2026-04-04_to_2026-04-04_run_001,0d446ea1ebfdaafa6a32abcb,2026-04-04 08:22:00+00:00,2026-04-04 08:23:00+00:00,2026-04-04 08:25:00+00:00,STOP_LOSS,STOP,2.00000000,66980.00000000,66999.30000000,66951.05000000,66999.30000000,-0.00028815,0.00085225,0.00085374,-0.00037463,-0.00114039,0.00028815,0.00043222,1.50000000,1.97525122,1.30014350,True,True,False,entry_price_convention=next_bar_open | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=0; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=1; expiry_due=False | stop_hit | target_not_hit | stop_hit_resolved | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=2; expiry_due=False
outcome_positive_replay_negative,2026-04-04_to_2026-04-04_run_001,c47506b520c5969be32172e3,2026-04-04 08:22:00+00:00,2026-04-04 08:23:00+00:00,2026-04-04 08:29:00+00:00,STOP_LOSS,STOP,6.00000000,66980.00000000,67023.70000000,66914.45000000,67023.70000000,-0.00065243,0.00121599,0.00121748,-0.00001044,-0.00186842,0.00065243,0.00097865,1.50000000,1.24403961,0.01600786,True,False,False,entry_price_convention=next_bar_open | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=0; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=1; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=2; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=3; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=4; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=5; expiry_due=False | stop_hit | target_not_hit | stop_hit_resolved | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=6; expiry_due=False
outcome_positive_replay_negative,2026-04-06_to_2026-04-06_run_001,997192969648603041d89db8,2026-04-06 14:39:00+00:00,2026-04-06 14:40:00+00:00,2026-04-06 14:52:00+00:00,EXPIRY,EXPIRY,12.00000000,69373.00000000,69688.25000000,68900.12500000,69421.70000000,-0.00070200,0.00452802,0.00608639,0.00277306,-0.00523003,0.00454428,0.00681641,1.50000000,0.89290249,0.00000000,False,False,False,entry_price_convention=next_bar_open | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=0; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=1; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=2; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=3; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=4; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=5; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=6; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=7; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=8; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=9; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=10; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=11; expiry_due=False | stop_not_hit | target_not_hit | expiry_hit_bars_after_activation=12 | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=12; expiry_due=True
outcome_positive_replay_negative,2026-04-08_to_2026-04-08_run_001,95d781aea4875d510d70d544,2026-04-08 02:36:00+00:00,2026-04-08 02:37:00+00:00,2026-04-08 02:39:00+00:00,STOP_LOSS,STOP,2.00000000,71250.00000000,71306.95000000,71164.57500000,71306.95000000,-0.00079930,0.00009747,0.00169619,-0.00057428,-0.00089676,0.00079930,0.00119895,1.50000000,1.41473108,0.71847752,True,False,False,entry_price_convention=next_bar_open | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=0; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=1; expiry_due=False | stop_hit | target_not_hit | stop_hit_resolved | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=2; expiry_due=False
outcome_positive_replay_negative,2026-04-08_to_2026-04-08_run_001,2f2e3ecdc40504fd386cc091,2026-04-08 05:54:00+00:00,2026-04-08 05:55:00+00:00,2026-04-08 05:55:00+00:00,STOP_LOSS,STOP,0.00000000,71706.70000000,71713.10000000,71697.10000000,71713.10000000,-0.00008925,0.00132193,0.00242494,-0.00032630,-0.00141119,0.00008925,0.00013388,1.50000000,18.11296671,3.65592370,True,True,False,entry_price_convention=next_bar_open | stop_hit | target_not_hit | stop_hit_resolved | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=0; expiry_due=False
outcome_positive_replay_negative,2026-04-08_to_2026-04-08_run_001,aa7746425674a7780b96da33,2026-04-08 09:10:00+00:00,2026-04-08 09:11:00+00:00,2026-04-08 09:11:00+00:00,STOP_LOSS,STOP,0.00000000,71810.10000000,71821.81000000,71792.53500000,71821.81000000,-0.00016307,0.00040670,0.00124628,-0.00044819,-0.00056977,0.00016307,0.00024460,1.50000000,5.09509855,2.74848434,True,True,False,entry_price_convention=next_bar_open | stop_hit | target_not_hit | stop_hit_resolved | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=0; expiry_due=False
outcome_positive_replay_negative,2026-04-09_to_2026-04-09_run_001,29486e75553536de6ce2888d,2026-04-09 13:39:00+00:00,2026-04-09 13:40:00+00:00,2026-04-09 13:40:00+00:00,STOP_LOSS,STOP,0.00000000,70826.10000000,70913.03000000,70695.70500000,70913.03000000,-0.00122737,0.00218620,0.00286308,-0.00022521,-0.00341357,0.00122737,0.00184106,1.50000000,1.55512951,0.18348583,True,False,False,entry_price_convention=next_bar_open | stop_hit | target_not_hit | stop_hit_resolved | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=0; expiry_due=False
outcome_positive_replay_negative,2026-04-11_to_2026-04-11_run_001,103b2a63c8c6fb295fa29254,2026-04-11 12:05:00+00:00,2026-04-11 12:06:00+00:00,2026-04-11 12:06:00+00:00,STOP_LOSS,STOP,0.00000000,72881.30000000,72886.00000000,72874.25000000,72886.00000000,-0.00006449,0.00000549,0.00068600,-0.00027852,-0.00006998,0.00006449,0.00009673,1.50000000,7.09174125,4.31887042,True,True,False,entry_price_convention=next_bar_open | stop_hit | target_not_hit | stop_hit_resolved | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=0; expiry_due=False
