variant,run_id,status,source_setups,selected_setups,output_dir,trade_count,resolved_trade_count,unresolved_trade_count,win_rate,mean_return,median_return,promotion_decision,validation_status,robustness_status,notes
favorable_close_confirm_1,2026-04-10_to_2026-04-10_run_001,COMPLETED,6,2,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/favorable_close_confirm_1/2026-04-10_to_2026-04-10_run_001,2,2,0,0.5,-0.00005845,-0.00005845,REJECT,FAIL,UNSTABLE,
baseline_current,2026-04-11_to_2026-04-11_run_001,COMPLETED,5,5,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/baseline_current/2026-04-11_to_2026-04-11_run_001,5,5,0,0.2,-0.00010378,-0.00022753,REJECT,FAIL,UNSTABLE,
entry_delay_1,2026-04-11_to_2026-04-11_run_001,COMPLETED,5,5,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/entry_delay_1/2026-04-11_to_2026-04-11_run_001,5,5,0,0.4,-0.00002132,-0.00011478,REJECT,FAIL,UNSTABLE,
entry_delay_2,2026-04-11_to_2026-04-11_run_001,COMPLETED,5,5,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/entry_delay_2/2026-04-11_to_2026-04-11_run_001,5,5,0,0.8,0.00018907,0.00013931,REJECT,FAIL,UNSTABLE,
survival_confirm_1,2026-04-11_to_2026-04-11_run_001,COMPLETED,5,4,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/survival_confirm_1/2026-04-11_to_2026-04-11_run_001,4,4,0,0.25,-0.00005168,-0.00015396,REJECT,FAIL,UNSTABLE,
favorable_close_confirm_1,2026-04-11_to_2026-04-11_run_001,SKIPPED_NO_SETUPS,5,0,,,,,,,,,,,no selected setups after timing transform
baseline_current,2026-04-12_to_2026-04-12_run_001,COMPLETED,7,7,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/baseline_current/2026-04-12_to_2026-04-12_run_001,7,7,0,0.42857142857142855,0.00049981,-0.00005531,REJECT,FAIL,FRAGILE,
entry_delay_1,2026-04-12_to_2026-04-12_run_001,COMPLETED,7,7,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/entry_delay_1/2026-04-12_to_2026-04-12_run_001,7,7,0,0.2857142857142857,0.00032090,-0.00023010,REJECT,FAIL,FRAGILE,
entry_delay_2,2026-04-12_to_2026-04-12_run_001,COMPLETED,7,7,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/entry_delay_2/2026-04-12_to_2026-04-12_run_001,7,7,0,0.5714285714285714,-0.00000122,0.00011463,REJECT,FAIL,FRAGILE,
survival_confirm_1,2026-04-12_to_2026-04-12_run_001,COMPLETED,7,5,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/survival_confirm_1/2026-04-12_to_2026-04-12_run_001,5,5,0,0.2,0.00052033,-0.00023010,REJECT,FAIL,UNSTABLE,
favorable_close_confirm_1,2026-04-12_to_2026-04-12_run_001,COMPLETED,7,4,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/favorable_close_confirm_1/2026-04-12_to_2026-04-12_run_001,4,4,0,0.25,0.00069984,-0.00025412,REJECT,FAIL,UNSTABLE,
baseline_current,2026-04-13_to_2026-04-13_run_001,COMPLETED,3,3,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/baseline_current/2026-04-13_to_2026-04-13_run_001,3,3,0,0.6666666666666666,-0.00038681,0.00027052,REJECT,FAIL,UNSTABLE,
entry_delay_1,2026-04-13_to_2026-04-13_run_001,COMPLETED,3,3,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/entry_delay_1/2026-04-13_to_2026-04-13_run_001,3,3,0,0.3333333333333333,-0.00064497,-0.00088320,REJECT,FAIL,UNSTABLE,
entry_delay_2,2026-04-13_to_2026-04-13_run_001,COMPLETED,3,3,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/entry_delay_2/2026-04-13_to_2026-04-13_run_001,3,3,0,0.0,-0.00076237,-0.00068000,REJECT,FAIL,UNSTABLE,
survival_confirm_1,2026-04-13_to_2026-04-13_run_001,COMPLETED,3,3,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/survival_confirm_1/2026-04-13_to_2026-04-13_run_001,3,3,0,0.3333333333333333,-0.00064497,-0.00088320,REJECT,FAIL,UNSTABLE,
favorable_close_confirm_1,2026-04-13_to_2026-04-13_run_001,COMPLETED,3,2,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/favorable_close_confirm_1/2026-04-13_to_2026-04-13_run_001,2,2,0,0.5,-0.00029183,-0.00029183,REJECT,FAIL,UNSTABLE,
baseline_current,2026-04-14_to_2026-04-14_run_001,COMPLETED,2,2,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/baseline_current/2026-04-14_to_2026-04-14_run_001,2,2,0,0.0,-0.00083552,-0.00083552,REJECT,FAIL,UNSTABLE,
entry_delay_1,2026-04-14_to_2026-04-14_run_001,COMPLETED,2,2,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/entry_delay_1/2026-04-14_to_2026-04-14_run_001,2,2,0,0.0,-0.00098263,-0.00098263,REJECT,FAIL,UNSTABLE,
entry_delay_2,2026-04-14_to_2026-04-14_run_001,COMPLETED,2,2,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/entry_delay_2/2026-04-14_to_2026-04-14_run_001,2,2,0,0.0,-0.00097195,-0.00097195,REJECT,FAIL,UNSTABLE,
survival_confirm_1,2026-04-14_to_2026-04-14_run_001,COMPLETED,2,2,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/survival_confirm_1/2026-04-14_to_2026-04-14_run_001,2,2,0,0.0,-0.00098263,-0.00098263,REJECT,FAIL,UNSTABLE,
favorable_close_confirm_1,2026-04-14_to_2026-04-14_run_001,COMPLETED,2,2,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/favorable_close_confirm_1/2026-04-14_to_2026-04-14_run_001,2,2,0,0.0,-0.00098263,-0.00098263,REJECT,FAIL,UNSTABLE,
baseline_current,2026-04-15_to_2026-04-15_run_001,COMPLETED,5,5,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/baseline_current/2026-04-15_to_2026-04-15_run_001,5,5,0,0.6,0.00062265,0.00006018,REJECT,FAIL,UNSTABLE,
entry_delay_1,2026-04-15_to_2026-04-15_run_001,COMPLETED,5,5,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/entry_delay_1/2026-04-15_to_2026-04-15_run_001,5,5,0,0.8,0.00100852,0.00024703,REJECT,FAIL,UNSTABLE,
entry_delay_2,2026-04-15_to_2026-04-15_run_001,COMPLETED,5,5,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/entry_delay_2/2026-04-15_to_2026-04-15_run_001,5,5,0,0.6,0.00080019,0.00123586,REJECT,FAIL,UNSTABLE,
survival_confirm_1,2026-04-15_to_2026-04-15_run_001,COMPLETED,5,3,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/survival_confirm_1/2026-04-15_to_2026-04-15_run_001,3,3,0,0.6666666666666666,0.00154630,0.00140109,REJECT,FAIL,UNSTABLE,
favorable_close_confirm_1,2026-04-15_to_2026-04-15_run_001,COMPLETED,5,2,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/favorable_close_confirm_1/2026-04-15_to_2026-04-15_run_001,2,2,0,0.5,0.00055005,0.00055005,REJECT,FAIL,UNSTABLE,
baseline_current,2026-04-16_to_2026-04-16_run_001,COMPLETED,3,3,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/baseline_current/2026-04-16_to_2026-04-16_run_001,3,3,0,0.6666666666666666,0.00062089,0.00069469,REJECT,FAIL,UNSTABLE,
entry_delay_1,2026-04-16_to_2026-04-16_run_001,COMPLETED,3,3,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/entry_delay_1/2026-04-16_to_2026-04-16_run_001,3,3,0,0.6666666666666666,0.00031761,0.00040965,REJECT,FAIL,UNSTABLE,
entry_delay_2,2026-04-16_to_2026-04-16_run_001,COMPLETED,3,3,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/entry_delay_2/2026-04-16_to_2026-04-16_run_001,3,3,0,1.0,0.00040093,0.00016703,REJECT,FAIL,UNSTABLE,
survival_confirm_1,2026-04-16_to_2026-04-16_run_001,COMPLETED,3,2,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/survival_confirm_1/2026-04-16_to_2026-04-16_run_001,2,2,0,1.0,0.00066802,0.00066802,REJECT,FAIL,UNSTABLE,
favorable_close_confirm_1,2026-04-16_to_2026-04-16_run_001,COMPLETED,3,2,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/favorable_close_confirm_1/2026-04-16_to_2026-04-16_run_001,2,2,0,0.5,0.00001322,0.00001322,REJECT,FAIL,UNSTABLE,
baseline_current,2026-04-17_to_2026-04-17_run_001,COMPLETED,6,6,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/baseline_current/2026-04-17_to_2026-04-17_run_001,6,6,0,0.16666666666666666,-0.00031020,-0.00005863,REJECT,FAIL,FRAGILE,
entry_delay_1,2026-04-17_to_2026-04-17_run_001,COMPLETED,6,6,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/entry_delay_1/2026-04-17_to_2026-04-17_run_001,6,6,0,0.8333333333333334,0.00059066,0.00044988,REJECT,FAIL,FRAGILE,
entry_delay_2,2026-04-17_to_2026-04-17_run_001,COMPLETED,6,6,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/entry_delay_2/2026-04-17_to_2026-04-17_run_001,6,6,0,0.6666666666666666,-0.00010419,0.00018584,REJECT,FAIL,FRAGILE,
survival_confirm_1,2026-04-17_to_2026-04-17_run_001,COMPLETED,6,2,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/survival_confirm_1/2026-04-17_to_2026-04-17_run_001,2,2,0,0.5,0.00086030,0.00086030,REJECT,FAIL,UNSTABLE,
favorable_close_confirm_1,2026-04-17_to_2026-04-17_run_001,COMPLETED,6,1,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/favorable_close_confirm_1/2026-04-17_to_2026-04-17_run_001,1,1,0,1.0,0.00448000,0.00448000,REJECT,FAIL,UNSTABLE,
baseline_current,2026-04-18_to_2026-04-18_run_001,COMPLETED,13,13,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/baseline_current/2026-04-18_to_2026-04-18_run_001,13,13,0,0.38461538461538464,-0.00022233,-0.00017122,REJECT,FAIL,UNSTABLE,
entry_delay_1,2026-04-18_to_2026-04-18_run_001,COMPLETED,13,13,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/entry_delay_1/2026-04-18_to_2026-04-18_run_001,13,13,0,0.5384615384615384,-0.00014806,0.00000972,REJECT,FAIL,UNSTABLE,
entry_delay_2,2026-04-18_to_2026-04-18_run_001,COMPLETED,13,13,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/entry_delay_2/2026-04-18_to_2026-04-18_run_001,13,13,0,0.46153846153846156,-0.00018035,-0.00012354,REJECT,FAIL,UNSTABLE,
survival_confirm_1,2026-04-18_to_2026-04-18_run_001,COMPLETED,13,6,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/survival_confirm_1/2026-04-18_to_2026-04-18_run_001,6,6,0,0.16666666666666666,-0.00061848,-0.00040701,REJECT,FAIL,UNSTABLE,
favorable_close_confirm_1,2026-04-18_to_2026-04-18_run_001,COMPLETED,13,6,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/favorable_close_confirm_1/2026-04-18_to_2026-04-18_run_001,6,6,0,0.16666666666666666,-0.00062213,-0.00050416,REJECT,FAIL,UNSTABLE,
baseline_current,2026-04-19_to_2026-04-19_run_001,COMPLETED,8,8,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/baseline_current/2026-04-19_to_2026-04-19_run_001,8,8,0,0.5,0.00022176,0.00018625,REJECT,FAIL,UNSTABLE,
entry_delay_1,2026-04-19_to_2026-04-19_run_001,COMPLETED,8,8,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/entry_delay_1/2026-04-19_to_2026-04-19_run_001,8,8,0,0.625,0.00085849,0.00083815,REJECT,FAIL,UNSTABLE,
entry_delay_2,2026-04-19_to_2026-04-19_run_001,COMPLETED,8,8,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/entry_delay_2/2026-04-19_to_2026-04-19_run_001,8,8,0,0.875,0.00068702,0.00067385,REJECT,FAIL,UNSTABLE,
survival_confirm_1,2026-04-19_to_2026-04-19_run_001,COMPLETED,8,5,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/survival_confirm_1/2026-04-19_to_2026-04-19_run_001,5,5,0,0.8,0.00129301,0.00135668,REJECT,FAIL,UNSTABLE,
favorable_close_confirm_1,2026-04-19_to_2026-04-19_run_001,COMPLETED,8,4,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/favorable_close_confirm_1/2026-04-19_to_2026-04-19_run_001,4,4,0,1.0,0.00189625,0.00138790,REJECT,FAIL,UNSTABLE,
baseline_current,2026-04-20_to_2026-04-20_run_001,COMPLETED,5,5,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/baseline_current/2026-04-20_to_2026-04-20_run_001,5,5,0,0.6,0.00023502,0.00004457,REJECT,FAIL,UNSTABLE,
entry_delay_1,2026-04-20_to_2026-04-20_run_001,COMPLETED,5,5,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/entry_delay_1/2026-04-20_to_2026-04-20_run_001,5,5,0,0.8,0.00027465,0.00038044,REJECT,FAIL,UNSTABLE,
entry_delay_2,2026-04-20_to_2026-04-20_run_001,COMPLETED,5,5,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/entry_delay_2/2026-04-20_to_2026-04-20_run_001,5,5,0,0.8,0.00030004,0.00026142,REJECT,FAIL,UNSTABLE,
survival_confirm_1,2026-04-20_to_2026-04-20_run_001,COMPLETED,5,3,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/survival_confirm_1/2026-04-20_to_2026-04-20_run_001,3,3,0,0.6666666666666666,0.00019965,0.00038044,REJECT,FAIL,UNSTABLE,
favorable_close_confirm_1,2026-04-20_to_2026-04-20_run_001,COMPLETED,5,1,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/favorable_close_confirm_1/2026-04-20_to_2026-04-20_run_001,1,1,0,1.0,0.00038044,0.00038044,REJECT,FAIL,UNSTABLE,
baseline_current,2026-04-21_to_2026-04-21_run_001,COMPLETED,5,5,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/baseline_current/2026-04-21_to_2026-04-21_run_001,5,5,0,0.8,0.00056409,0.00055353,REJECT,FAIL,UNSTABLE,
entry_delay_1,2026-04-21_to_2026-04-21_run_001,COMPLETED,5,5,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/entry_delay_1/2026-04-21_to_2026-04-21_run_001,5,5,0,0.4,0.00033155,-0.00008364,REJECT,FAIL,UNSTABLE,
entry_delay_2,2026-04-21_to_2026-04-21_run_001,COMPLETED,5,5,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/entry_delay_2/2026-04-21_to_2026-04-21_run_001,5,5,0,0.8,0.00053785,0.00013170,REJECT,FAIL,UNSTABLE,
survival_confirm_1,2026-04-21_to_2026-04-21_run_001,COMPLETED,5,5,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/survival_confirm_1/2026-04-21_to_2026-04-21_run_001,5,5,0,0.4,0.00033155,-0.00008364,REJECT,FAIL,UNSTABLE,
favorable_close_confirm_1,2026-04-21_to_2026-04-21_run_001,COMPLETED,5,4,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/favorable_close_confirm_1/2026-04-21_to_2026-04-21_run_001,4,4,0,0.5,0.00043534,0.00050446,REJECT,FAIL,UNSTABLE,
baseline_current,2026-04-22_to_2026-04-22_run_001,COMPLETED,8,8,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/baseline_current/2026-04-22_to_2026-04-22_run_001,8,8,0,0.5,0.00007341,0.00002714,REJECT,FAIL,FRAGILE,
entry_delay_1,2026-04-22_to_2026-04-22_run_001,COMPLETED,8,8,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/entry_delay_1/2026-04-22_to_2026-04-22_run_001,8,8,0,0.875,0.00063179,0.00053097,REJECT,FAIL,UNSTABLE,
entry_delay_2,2026-04-22_to_2026-04-22_run_001,COMPLETED,8,8,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/entry_delay_2/2026-04-22_to_2026-04-22_run_001,8,8,0,0.625,0.00028359,0.00023274,REJECT,FAIL,FRAGILE,
survival_confirm_1,2026-04-22_to_2026-04-22_run_001,COMPLETED,8,5,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/survival_confirm_1/2026-04-22_to_2026-04-22_run_001,5,5,0,0.8,0.00076414,0.00077182,REJECT,FAIL,UNSTABLE,
favorable_close_confirm_1,2026-04-22_to_2026-04-22_run_001,COMPLETED,8,5,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/favorable_close_confirm_1/2026-04-22_to_2026-04-22_run_001,5,5,0,0.8,0.00061969,0.00044585,REJECT,FAIL,UNSTABLE,
baseline_current,2026-04-23_to_2026-04-23_run_001,COMPLETED,5,5,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/baseline_current/2026-04-23_to_2026-04-23_run_001,5,5,0,0.0,-0.00036833,-0.00034488,REJECT,FAIL,UNSTABLE,
entry_delay_1,2026-04-23_to_2026-04-23_run_001,COMPLETED,5,5,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/entry_delay_1/2026-04-23_to_2026-04-23_run_001,5,5,0,0.8,0.00030829,0.00022054,REJECT,FAIL,UNSTABLE,
entry_delay_2,2026-04-23_to_2026-04-23_run_001,COMPLETED,5,5,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/entry_delay_2/2026-04-23_to_2026-04-23_run_001,5,5,0,1.0,0.00027487,0.00029517,REJECT,FAIL,UNSTABLE,
survival_confirm_1,2026-04-23_to_2026-04-23_run_001,SKIPPED_NO_SETUPS,5,0,,,,,,,,,,,no selected setups after timing transform
favorable_close_confirm_1,2026-04-23_to_2026-04-23_run_001,COMPLETED,5,1,/tmp/short_reclaim_timing_survival_diagnostic_2026-05-03/backtests/favorable_close_confirm_1/2026-04-23_to_2026-04-23_run_001,1,1,0,0.0,-0.00012240,-0.00012240,REJECT,FAIL,UNSTABLE,
